,Unnamed: 0,LMPType,Facility ID,Temperature Req,Generator,Modules,Facility Demand,Profit,Annualized Capital Cost,Fixed Cost,Variable Cost,Fuel Cost,Start-Up Cost,Electric Wholesale Revenues,Industry,NGBE_Cost,Energy Breakeven Price [$/GJ]
622,1,SPP_2021_HubAVG.csv,1011656,450,HTGR,1,21.8321553,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,144.1123549,188.6551378
623,2,SPP_2021_HubAVG.csv,1011656,450,iMSR,1,21.8321553,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,67.9880896,89.0021013
624,3,SPP_2021_HubAVG.csv,1011656,450,Microreactor,2,21.8321553,-15324649.42,-11772577.42,-3542022,0,0,-10050,0,Ethyl Alcohol,17.00277888,22.25806104
625,4,SPP_2021_HubAVG.csv,1011656,450,PBR-HTGR,1,21.8321553,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,45.70394123,59.83028544
626,0,SPP_2021_HubAVG.csv,1011656,233,iPWR,1,9.911530627,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Ethyl Alcohol,121.1183238,142.551523
627,1,SPP_2021_HubAVG.csv,1011656,233,HTGR,1,9.911530627,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,353.0713776,415.5511818
628,2,SPP_2021_HubAVG.csv,1011656,233,iMSR,1,9.911530627,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,166.5689834,196.0451691
629,3,SPP_2021_HubAVG.csv,1011656,233,Microreactor,1,9.911530627,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,20.82362145,24.5085868
630,4,SPP_2021_HubAVG.csv,1011656,233,PBR-HTGR,1,9.911530627,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,111.9734217,131.7883314
632,1,SPP_2021_HubAVG.csv,1006672,450,HTGR,1,42.68976988,-130347897.7,-99121276.32,-26896000,0,-4248621.376,-82000,0,Ethyl Alcohol,73.96158137,96.82190213
633,2,SPP_2021_HubAVG.csv,1006672,450,iMSR,1,42.68976988,-61890371.26,-46484735.72,-11985000,-151152.1178,-3198983.422,-70500,0,Ethyl Alcohol,35.11763374,45.97192264
634,3,SPP_2021_HubAVG.csv,1006672,450,Microreactor,3,42.68976988,-22985299.13,-17658866.13,-5313033,0,0,-13400,0,Ethyl Alcohol,13.04224388,17.07338915
635,4,SPP_2021_HubAVG.csv,1006672,450,PBR-HTGR,1,42.68976988,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,23.37364538,30.59805867
636,0,SPP_2021_HubAVG.csv,1006672,233,iPWR,1,19.38063173,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Ethyl Alcohol,61.94163291,72.90287572
637,1,SPP_2021_HubAVG.csv,1006672,233,HTGR,1,19.38063173,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,180.5657226,212.5187829
638,2,SPP_2021_HubAVG.csv,1006672,233,iMSR,1,19.38063173,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,85.18574645,100.2602869
639,3,SPP_2021_HubAVG.csv,1006672,233,Microreactor,2,19.38063173,-15327999.42,-11772577.42,-3542022,0,0,-13400,0,Ethyl Alcohol,21.30830622,25.07904179
640,4,SPP_2021_HubAVG.csv,1006672,233,PBR-HTGR,1,19.38063173,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,57.26479995,67.39842652
642,1,SPP_2021_HubAVG.csv,1004103,450,HTGR,1,6.855670202,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,458.9315443,600.7798135
643,2,SPP_2021_HubAVG.csv,1004103,450,iMSR,1,6.855670202,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,216.510784,283.4307427
644,3,SPP_2021_HubAVG.csv,1004103,450,Microreactor,1,6.855670202,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,27.06709566,35.43309429
645,4,SPP_2021_HubAVG.csv,1004103,450,PBR-HTGR,1,6.855670202,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,145.5460244,190.5319312
646,0,SPP_2021_HubAVG.csv,1004103,233,iPWR,1,3.112390153,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Ethyl Alcohol,385.7061348,453.9610128
647,1,SPP_2021_HubAVG.csv,1004103,233,HTGR,1,3.112390153,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,1124.369889,1323.339319
648,2,SPP_2021_HubAVG.csv,1004103,233,iMSR,1,3.112390153,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,530.4455737,624.3136631
649,3,SPP_2021_HubAVG.csv,1004103,233,Microreactor,1,3.112390153,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,66.31365337,78.04857256
650,4,SPP_2021_HubAVG.csv,1004103,233,PBR-HTGR,1,3.112390153,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,356.5838292,419.6851998
652,1,SPP_2021_HubAVG.csv,1001677,450,HTGR,1,24.16978179,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,130.174254,170.4089967
653,2,SPP_2021_HubAVG.csv,1001677,450,iMSR,1,24.16978179,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,61.41249199,80.39409351
654,3,SPP_2021_HubAVG.csv,1001677,450,Microreactor,2,24.16978179,-15321299.42,-11772577.42,-3542022,0,0,-6700,0,Ethyl Alcohol,15.35496537,20.10093519
655,4,SPP_2021_HubAVG.csv,1001677,450,PBR-HTGR,1,24.16978179,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,41.28359748,54.0436854
656,0,SPP_2021_HubAVG.csv,1001677,233,iPWR,1,10.97278437,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Ethyl Alcohol,109.4041344,128.7643809
657,1,SPP_2021_HubAVG.csv,1001677,233,HTGR,1,10.97278437,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,318.9234067,375.3603576
658,2,SPP_2021_HubAVG.csv,1001677,233,iMSR,1,10.97278437,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,150.4589468,177.0842871
659,3,SPP_2021_HubAVG.csv,1001677,233,Microreactor,1,10.97278437,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,18.80962523,22.13819214
660,4,SPP_2021_HubAVG.csv,1001677,233,PBR-HTGR,1,10.97278437,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,101.1436989,119.0421719
662,1,SPP_2021_HubAVG.csv,1004792,450,HTGR,1,20.01655112,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,157.184087,205.7671295
663,2,SPP_2021_HubAVG.csv,1004792,450,iMSR,1,20.01655112,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,74.15495915,97.07504984
664,3,SPP_2021_HubAVG.csv,1004792,450,Microreactor,2,20.01655112,-15324649.42,-11772577.42,-3542022,0,0,-10050,0,Ethyl Alcohol,18.54501841,24.2769817
665,4,SPP_2021_HubAVG.csv,1004792,450,PBR-HTGR,1,20.01655112,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,49.84952387,65.25720018
666,0,SPP_2021_HubAVG.csv,1004792,233,iPWR,1,9.087268606,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Ethyl Alcohol,132.104379,155.4816796
667,1,SPP_2021_HubAVG.csv,1004792,233,HTGR,1,9.087268606,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,385.0967682,453.2438122
668,2,SPP_2021_HubAVG.csv,1004792,233,iMSR,1,9.087268606,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,181.6776473,213.8274746
669,3,SPP_2021_HubAVG.csv,1004792,233,Microreactor,1,9.087268606,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,22.71243106,26.73164173
670,4,SPP_2021_HubAVG.csv,1004792,233,PBR-HTGR,1,9.087268606,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,122.1299872,143.7422112
672,1,SPP_2021_HubAVG.csv,1006552,450,HTGR,1,21.65364909,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,145.3003741,190.2103543
673,2,SPP_2021_HubAVG.csv,1006552,450,iMSR,1,21.65364909,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,68.54856308,89.73580801
674,3,SPP_2021_HubAVG.csv,1006552,450,Microreactor,2,21.65364909,-15324649.42,-11772577.42,-3542022,0,0,-10050,0,Ethyl Alcohol,17.1429447,22.44154984
675,4,SPP_2021_HubAVG.csv,1006552,450,PBR-HTGR,1,21.65364909,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,46.08071086,60.32350843
676,0,SPP_2021_HubAVG.csv,1006552,233,iPWR,1,9.830490998,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Ethyl Alcohol,122.1167871,143.7266752
677,1,SPP_2021_HubAVG.csv,1006552,233,HTGR,1,9.830490998,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,355.9819924,418.9768615
678,2,SPP_2021_HubAVG.csv,1006552,233,iMSR,1,9.830490998,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,167.9421283,197.6613068
679,3,SPP_2021_HubAVG.csv,1006552,233,Microreactor,1,9.830490998,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,20.99528516,24.71062826
680,4,SPP_2021_HubAVG.csv,1006552,233,PBR-HTGR,1,9.830490998,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,112.8964971,132.874755
682,1,SPP_2021_HubAVG.csv,1000405,450,HTGR,1,19.52214051,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,161.1648738,210.9783127
683,2,SPP_2021_HubAVG.csv,1000405,450,iMSR,1,19.52214051,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,76.03298058,99.53353712
684,3,SPP_2021_HubAVG.csv,1000405,450,Microreactor,2,19.52214051,-15338049.42,-11772577.42,-3542022,0,0,-23450,0,Ethyl Alcohol,19.03130937,24.91357728
685,4,SPP_2021_HubAVG.csv,1000405,450,PBR-HTGR,1,19.52214051,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,51.11199472,66.90988022
686,0,SPP_2021_HubAVG.csv,1000405,233,iPWR,1,8.862812259,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Ethyl Alcohol,135.4500063,159.4193519
687,1,SPP_2021_HubAVG.csv,1000405,233,HTGR,1,8.862812259,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,394.8495884,464.7224995
688,2,SPP_2021_HubAVG.csv,1000405,233,iMSR,1,8.862812259,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,186.278749,219.2427912
689,3,SPP_2021_HubAVG.csv,1000405,233,Microreactor,1,8.862812259,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,23.2876378,27.40863753
690,4,SPP_2021_HubAVG.csv,1000405,233,PBR-HTGR,1,8.862812259,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,125.2230067,147.382574
692,1,SPP_2021_HubAVG.csv,1002074,450,HTGR,1,17.57589432,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,179.0112784,234.3407504
693,2,SPP_2021_HubAVG.csv,1002074,450,iMSR,1,17.57589432,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,84.45240414,110.5552674
694,3,SPP_2021_HubAVG.csv,1002074,450,Microreactor,1,17.57589432,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,10.5578173,13.82106675
695,4,SPP_2021_HubAVG.csv,1002074,450,PBR-HTGR,1,17.57589432,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,56.77182192,74.31906788
696,0,SPP_2021_HubAVG.csv,1002074,233,iPWR,1,7.974599197,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Ethyl Alcohol,150.5364654,177.1755233
697,1,SPP_2021_HubAVG.csv,1002074,233,HTGR,1,7.974599197,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,438.8280446,516.4834199
698,2,SPP_2021_HubAVG.csv,1002074,233,iMSR,1,7.974599197,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,207.0265275,243.6621138
700,4,SPP_2021_HubAVG.csv,1002074,233,PBR-HTGR,1,7.974599197,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,139.1703798,163.7980858
702,1,SPP_2021_HubAVG.csv,1002073,450,HTGR,1,66.12883993,-131410113.7,-99121276.32,-26896000,0,-5310837.339,-82000,0,Ethyl Alcohol,48.13531938,63.01316299
703,2,SPP_2021_HubAVG.csv,1002073,450,iMSR,1,66.12883993,-61701618.5,-46484735.72,-11985000,-142635.9311,-3018746.845,-70500,0,Ethyl Alcohol,22.60120648,29.58687148
704,3,SPP_2021_HubAVG.csv,1002073,450,Microreactor,4,66.12883993,-30645948.83,-23545154.83,-7084044,0,0,-16750,0,Ethyl Alcohol,11.22556319,14.69520203
705,4,SPP_2021_HubAVG.csv,1002073,450,PBR-HTGR,1,66.12883993,-41534275.57,-29455942.21,-8000000,0,-4038333.362,-40000,0,Ethyl Alcohol,15.21394027,19.91632153
706,0,SPP_2021_HubAVG.csv,1002073,233,iPWR,1,30.00613553,-44704200.52,-34345646.35,-8855000,-119947.5341,-1345106.641,-38500,0,Ethyl Alcohol,40.13928658,47.24236808
707,1,SPP_2021_HubAVG.csv,1002073,233,HTGR,1,30.00613553,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,116.6254071,137.2635361
708,2,SPP_2021_HubAVG.csv,1002073,233,iMSR,1,30.00613553,-61328769.83,-46484735.72,-11985000,-125813.6668,-2662720.443,-70500,0,Ethyl Alcohol,55.06625864,64.81082951
709,3,SPP_2021_HubAVG.csv,1002073,233,Microreactor,2,30.00613553,-15321299.42,-11772577.42,-3542022,0,0,-6700,0,Ethyl Alcohol,13.75678395,16.19119586
710,4,SPP_2021_HubAVG.csv,1002073,233,PBR-HTGR,1,30.00613553,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,36.98670219,43.53189974
712,1,SPP_2021_HubAVG.csv,1006936,450,HTGR,1,21.13146168,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,148.8909457,194.9107131
713,2,SPP_2021_HubAVG.csv,1006936,450,iMSR,1,21.13146168,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,70.24249211,91.95330293
714,3,SPP_2021_HubAVG.csv,1006936,450,Microreactor,2,21.13146168,-15324649.42,-11772577.42,-3542022,0,0,-10050,0,Ethyl Alcohol,17.56657039,22.99611132
715,4,SPP_2021_HubAVG.csv,1006936,450,PBR-HTGR,1,21.13146168,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,47.21942844,61.81418507
716,0,SPP_2021_HubAVG.csv,1006936,233,iPWR,1,9.593424322,-44557333.8,-34345646.35,-8855000,-107923.2,-1210264.255,-38500,0,Ethyl Alcohol,125.1344604,147.2783585
717,1,SPP_2021_HubAVG.csv,1006936,233,HTGR,1,9.593424322,-129888845.3,-99121276.32,-26896000,0,-3789568.992,-82000,0,Ethyl Alcohol,364.7787958,429.3303546
718,2,SPP_2021_HubAVG.csv,1006936,233,iMSR,1,9.593424322,-61277844.35,-46484735.72,-11985000,-123516,-2614092.624,-70500,0,Ethyl Alcohol,172.0922087,202.5457889
719,3,SPP_2021_HubAVG.csv,1006936,233,Microreactor,1,9.593424322,-7660649.708,-5886288.708,-1771011,0,0,-3350,0,Ethyl Alcohol,21.51410746,25.32126179
720,4,SPP_2021_HubAVG.csv,1006936,233,PBR-HTGR,1,9.593424322,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,115.6863244,136.1582725
722,1,SPP_2021_HubAVG.csv,1006203,450,HTGR,1,48.17756662,-130647758.1,-99121276.32,-26896000,0,-4548481.802,-82000,0,Ethyl Alcohol,65.68755122,85.99050396
723,2,SPP_2021_HubAVG.csv,1006203,450,iMSR,1,48.17756662,-62143310.1,-46484735.72,-11985000,-162564.2655,-3440510.115,-70500,0,Ethyl Alcohol,31.24463767,40.90184654
724,3,SPP_2021_HubAVG.csv,1006203,450,Microreactor,3,48.17756662,-22995349.13,-17658866.13,-5313033,0,0,-23450,0,Ethyl Alcohol,11.5616846,15.1352131
725,4,SPP_2021_HubAVG.csv,1006203,450,PBR-HTGR,1,48.17756662,-41193082.69,-29455942.21,-8000000,0,-3697140.48,-40000,0,Ethyl Alcohol,20.71120674,27.11270359
